"codigo","situacao","nome","descricao","mensagem","parametros"
"ELIM0555","Ativa","VALIDA O O SALDO DA CONTA 560","Validação do saldo da conta 560 - Operações de Arrendamento Mercantil
","O saldo da conta 560 (VLR1) deve corresponder à soma dos saldos das contas 560.05 e 560.06 (VLR2).
","System.Object[]"
"ELIM0556","Ativa","VALIDA O O SALDO DA CONTA 570","Validação do saldo da conta 570 - Outros Direitos
","O saldo da conta 570 (VLR1) deve corresponder à soma dos saldos das contas 570.01, 570.05, 570.06, 570.07, 570.09 e 570.10 (VLR2).
","System.Object[]"
"ELIM0557","Ativa","VALIDA O O SALDO DA CONTA 590","Validação do saldo da conta 590 - Permanente
","O saldo da conta 590 (VLR1) deve corresponder ao saldo da conta 590.10 (VLR2).
","System.Object[]"
"ELIM0558","Ativa","VALIDA O O SALDO DA CONTA 600","Validação do saldo da conta 600 - Limite de Crédito não Cancelável Incondicional e Unilateralmente pela Instituição
","O saldo da conta 600 (VLR1) deve corresponder ao saldo da conta 600.05 (VLR2).
","System.Object[]"
"ELIM0559","Ativa","VALIDA O O SALDO DA CONTA 605","Validação do saldo da conta 605 - Créditos a Liberar
","O saldo da conta 605 (VLR1) deve corresponder ao saldo da conta 605.05 (VLR2).
","System.Object[]"
"ELIM0560","Ativa","VALIDA O O SALDO DA CONTA 610","Validação do saldo da conta 610 - Adiantamentos Concedidos pela Instituição
","O saldo da conta 610 (VLR1) deve corresponder à soma dos saldos das contas 610.01, 610.02 e 610.03 (VLR2).
","System.Object[]"
"ELIM0561","Ativa","VALIDA O O SALDO DA CONTA 620","Validação do saldo da conta 620 - Garantias Prestadas - Avais, Fianças e Coobrigações","O saldo da conta 620 (VLR1) deve corresponder à soma dos saldos das contas 620.06, 620.07, 620.09 e 620.10 (VLR2).","System.Object[]"
"ELIM0562","Ativa","VALIDA O O SALDO DA CONTA 640","Validação do saldo da conta 640 - Operações de Empréstimos de Ativos
","O saldo da conta 640 (VLR1) deve corresponder à soma dos saldos das contas 640.01, 640.02 e 640.03 (VLR2).
","System.Object[]"
"ELIM0563","Ativa","VALIDA O O SALDO DA CONTA 650","Validação do saldo da conta 650 - Operações a Liquidar de Compra de Moedas Estrangeiras, de Ouro ou de Títulos e Valores Mobiliários no Mercado à Vista
","O saldo da conta 650 (VLR1) deve corresponder à soma dos saldos das contas 650.01, 650.02 e 650.03 (VLR2).
","System.Object[]"
"ELIM0564","Ativa","VALIDA O O SALDO DA CONTA 660","Validação do saldo da conta 660 - Operações a Liquidar de Venda de Moedas Estrangeiras, de Ouro ou de Títulos e Valores Mobiliários no Mercado à Vista
","O saldo da conta 660 (VLR1) deve corresponder à soma dos saldos das contas 660.01, 660.02 e 660.03 (VLR2).
","System.Object[]"
"ELIM0565","Ativa","VALIDA O O SALDO DA CONTA 160","Validação do saldo da conta 160 - Valor da Situação para o Limite de Imobilização
","O saldo da conta 160 (VLR1) deve corresponder à diferença entre o saldo da conta 160.01 e a soma dos saldos das contas 160.02, 160.03, 160.07, 160.08 e 106 (VLR2).
","System.Object[]"
"ELIM0566","Ativa","VALIDA O SALDO DA CONTA 180","Verifica o saldo da conta 180 - Fundo de Liquidez Mínimo","O saldo da conta 180 (VLR 1) deve corresponder 10% do saldo da conta 180.01 (VLR2).","System.Object[]"
"ELIM0567","Ativa","VALIDA O SALDO DA CONTA 180.01","Verifica o saldo da conta 180.01 - Obrigações","O saldo da conta 180.01 (VLR 1) deve corresponder à soma dos saldos das contas 180.01.01, 180.01.02 e 180.01.03 (VLR2).","System.Object[]"
"ELIM0568","Ativa","VALIDA O O SALDO DA CONTA 181","Verifica o saldo da conta 181 - Títulos Públicos Federais.","O saldo da conta 181 (VLR 1) deve corresponder à soma dos saldos das contas 181.01 e 181.02 subtraído do saldo da conta 181.03 (VLR2).","System.Object[]"
"ELIM0569","Ativa","VALIDA O SALDO DA CONTA 975","Verifica o saldo da conta 975 - Margem ou Insuficiência para o Fundo de Liquidez de Agências de Fomento.","O saldo da conta 975 (VLR 1) deve corresponder à diferença entre os saldos das contas 181 e 180 (VLR2).","System.Object[]"
"ELIM0570","Ativa","Valida se a conta 111.08 é utilizada apenas por IFs públicas federais","Verifica se apenas as IFs públicas federais apontaram saldo na conta 111.08 (outros instrumentos elegíveis ao CP)","A conta 111.08 é de uso exclusivo de IFs públicas federais (art. 16 da Res. 4.192/2013) ","System.Object[]"
"ELIM0571","Ativa","Validação do saldo da conta 111.94.04.01.01.03","Validação do saldo da conta 111.94.04.01.01.03 (Auxiliar  Basket Bruto Instituições financeiras)
","O saldo da conta 111.94.04.01.01.03 (R$ VALOR1) deve corresponder ao menor valor entre o saldos das contas 111.94.05.01 (R$ VALOR2) e 111.94.05.02 (R$ VALOR3).
","System.Object[]"
"ELIM0573","Ativa","Validação do saldo da conta 111.94.04.01.90.03","Validação do saldo da conta 111.94.04.01.90.03 (Auxiliar - Ajuste ao Basket de Participações Superiores em instituições financeiras) - permite um erro de até 0,001% no resultado da formula
","O saldo da conta 111.94.04.01.90.03 (R$ VALOR1) deve ser igual a zero se o saldo da conta  111.94.04.01.01 (R$ VALOR2) for igual a zero ou deve corresponder ao resultado de (111.94.04.01.01.03 / 111.94.04.01.01) * 111.94.04.01.90 (R$ VALOR3).
","System.Object[]"
"ELIM0574","Ativa","Validação do valor base da conta 111.94.05","Validação do valor base da conta 111.94.05 (Ajuste Prudencial X Antes da Glosa de 15% - Investimentos Superiores)
","O valor base informado na conta 111.94.05 (R$ VALOR1) é incompatível com o maior valor entre zero e o resultado de 111.94.05.01 - 111.94.05.02 (R$ VALOR2).
","System.Object[]"
"ELIM0575","Ativa","Valida saldo da conta 954","Verifica se o saldo da conta 954 margem sobre o adicional de capital principal corresponde ao resultado de sua fórmula saldo da conta 941 deduzido do saldo da conta 940.","O saldo da conta 954 (R$ VALOR1) é incompatível com a diferença entre os saldos da conta 941 e da conta 940 (R$ VALOR2).","System.Object[]"
"ELIM0576","Ativa","VALIDA CONTAS 111.91.01 E 111.03","Verifica se ambos os saldos das contas 111.91.01 e 111.03 foram informados com valores diferentes de zero. Rejeita-se esta situação.","Ambos os saldos das contas 111.91.01 e 111.03 foram informados com valores diferentes de zero. Os saldos devem refletir a posição consolidada e final das contas contábeis correspondentes para a data base a que se refira, de forma que apenas uma das contas pode ter valor distinto de zero.","System.Object[]"
"ELIM0577","Ativa","VALIDA CONTAS 111.91.05 E 111.07","Verifica se ambos os saldos das contas 111.91.05 e 111.07 foram informados com valores diferentes de zero. Rejeita-se esta situação.","Ambos os saldos das contas 111.91.05 e 111.07 foram informados com valores diferentes de zero. Os saldos devem refletir a posição consolidada e final das contas contábeis correspondentes para a data base a que se refira, de forma que apenas uma das contas pode ter valor distinto de zero.","System.Object[]"
"ELIM0578","Ativa","Validar parâmetro de segmento da regulação","O parâmetro 6 (Tabela 006) de segmento da regulação deve ser obrigatoriamente informado","Parâmetro 6 (Tabela 006), referente ao Segmento da Regulação não foi informado.","System.Object[]"
"ELIM0579","Ativa","Valida valores na conta 944","Verifica se há valores diferentes de zero na conta 944 para CNPJs distintos dos esperados.","Foi informado saldo na conta 944 no entanto esta instituição não possui exposição total ou ativo total que implique no requerimento de adicional sistêmico de capital principal.","System.Object[]"
"ELIM0580","Ativa","Valida saldo da conta 944 quando cabível","Verifica se o saldo da conta 944 corresponde ao percentual definido para o ano de 2017 para as instituições obrigadas a informar em 2017.","A instituição informou saldo para a conta 944 em desacordo com o esperado para a instituição na data base.","System.Object[]"
"ELIM0581","Ativa","Valida valores na conta 944","Verifica se as instituições que não apuram o ACP sistêmico informaram valores indevidamente na conta 944.","Foi informado saldo na conta 944, no entanto esta instituição não possui exposição total ou ativo total que implique no requerimento de adicional sistêmico de capital principal.","System.Object[]"
"ELIM0582","Ativa","Valida saldo da conta 944 quando cabível","Verifica se o saldo da conta 944 corresponde ao percentual definido para o ano de 2018 para as instituições obrigadas a informar em 2018 o ACP sistêmico.","A instituição informou saldo para a conta 944 em desacordo com o esperado para a instituição na data base.","System.Object[]"
"ELIM0583","Ativa","Validação do saldo da conta 953","Validação do saldo da conta 953 (Margem sobre o PR considerando o ACP e a RBAN)","O saldo da conta 953 (R$ VALOR1) deve corresponder ao resultado de 101 - 911 - 940(R$ VALOR2).","System.Object[]"
"ELIM0584","Ativa","VALIDA SALDO DA CONTA 941","VERIFICA SE SALDO DA CONTA 941 CONFERE COM O RESULTADO DE SUA FÓRMULA PARA INSTITUIÇÕES RPC - DOC. 2061.","O saldo da conta 941 (R$ VALOR1) não confere com o resultado esperado de sua fórmula - mínimo entre os saldos das contas 950, 951 e 952 (R$ VALOR2).","System.Object[]"
"ELIM0585","Ativa","Validar detalhamento dos elementos de RWAOPAD  BIA em T-3","Verifica se as instituições que optaram pela abordagem BIA no RWAOPAD apresentaram algum detalhamento nos elementos das contas que compõem a abordagem no período T-3, complementar a crítica ELIM0538.","O Documento não apresentou detalhamento nos elementos das contas RWAOPAD para o período T-3.","System.Object[]"
"ELIM0586","Ativa","Validar detalhamento dos elementos de RWAOPAD  ASA em T-3","Verifica se as instituições que optaram pela abordagem ASA no RWAOPAD apresentaram algum detalhamento nos elementos das contas que compõem a abordagem no período T-3, complementar a crítica ELIM0539.","O Documento não apresentou detalhamento nos elementos das contas RWAOPAD para o período T-3.","System.Object[]"
"ELIM0587","Ativa","Validar detalhamento dos elementos de RWAOPAD  ASA2 em T-3","Verifica se as instituições que optaram pela abordagem ASA2 no RWAOPAD apresentaram algum detalhamento nos elementos das contas que compõem a abordagem no período T-3, complementar a crítica ELIM0540.","O Documento não apresentou detalhamento nos elementos das contas RWAOPAD para o período T-3.","System.Object[]"
"ELIM0588","Ativa","VALIDA LIMITE 70.00 - LCSP","VERIFICA SE A INSTITUIÇÃO INCLUIU NO CABEÇALHO A INDICAÇÃO DE QUE INFORMOU OU NÃO O LIMITE DE CÓDIGO 70.00 - LCSP","A instituição não informou o campo destinado ao Limite Crédito ao Setor Público.","System.Object[]"
"ELIM0589","Ativa","Valida saldo da conta 144.01.01","Verifica se soma do elemento 2 (soma do valor contábil) bate com saldo da conta ","Soma do elemento 2 da conta 144.01.01 (soma do valor contábil) R$ VL2 difere do saldo da conta 144.01.01 R$ VL1","System.Object[]"
"ELIM0590","Ativa","Valida saldo da conta 144.01.02","Verifica se soma do elemento 2 (soma do valor contábil) bate com saldo da conta 
","Soma do elemento 2 (soma do valor contábil) R$ VL2 difere do saldo da conta 144.01.02 R$ VL1
","System.Object[]"
"ELIM0591","Ativa","Valida saldo da conta 144.01.03","Verifica se soma do elemento 2 (soma do valor contábil) bate com saldo da conta 
","Soma do elemento 2 (soma do valor contábil) R$ VL2 difere do saldo da conta 144.01.03 R$ VL1
","System.Object[]"
"ELIM0592","Ativa","Valida detalhamento LCSP","Verifica se ao menos uma das contas do LCSP foi detalhada, quando há informações de crédito ao setor público.","Foi declarado crédito ao setor público, no entanto, não consta detalhamento de contas, para as contas do Limite de Crédito ao Setor Público.","System.Object[]"
"ELIM0593","Ativa","VALIDA SALDO DA CONTA 941 EM 01-2018","VERIFICA SE INSTITUIÇÃO RPC INFORMOU SALDO NA CONTA NA DATA BASE 01/2018, CASO INFORME O DOCUMENTO É REJEITADO.","FOI INFORMADO SALDO NA CONTA 941, NO ENTANTO, A REFERIDA CONTA NÃO PERTENCE MAIS AO LEIAUTE DO DOCUMENTO 2061.","System.Object[]"
"ELIM0594","Ativa","VALIDA SALDO DA CONTA 140.10","Verifica se o saldo da conta 140.10 corresponde a 3% do saldo da conta 141, quando a instituição for pertencente aos segmentos S1 e S2.","O Saldo da conta 140.10 não é equivalente a 3% do saldo da conta 141.","System.Object[]"
"ELIM0595","Ativa","Verifica utilização da conta 140.10","Verifica se instituições do segmento s3 ou s4 informaram saldo na conta 140.10, destinada apenas a IFs do s1 e s2","Essa conta (140.10) só deve ser utilizada por instituições do segmento S1 e S2","System.Object[]"
"ELIM0596","Ativa","Verifica utilização da conta 149","Verifica se alguma IF do segmento s3 ou s4 informou saldo na conta 149, destinada apenas a IFs do s1 e s2","Essa conta (149) só deve ser utilizada por IFs do segmento S1 ou S2","System.Object[]"
"ELIM0597","Ativa","Valida saldo da conta 910.01","Verifica se saldo da conta 910.01 é compatível com sua fórmula de cálculo ","Valor informado na conta 910.01 (R$ VALOR1) difere do resultado calculado pela fórmula da conta (R$ VALOR2)","System.Object[]"
"ELIM0598","Ativa","Valida saldo da conta 920.01","Verifica saldo informado na conta 920.01, comparando com valor esperado, por meio da fórmula de cálculo","Valor informado na conta 920.01 (R$ VALOR1) difere do valor calculado por meio de sua fórmula (R$ VALOR2)","System.Object[]"
"ELIM0599","Ativa","Valida saldo da conta 950.02","Verifica saldo informado na conta 950.02, comparando com fórmula prevista para essa conta","Valor informado na conta 950.02 (R$ VALOR1) difere do resultado esperado pela sua fórmula (R$ VALOR2)","System.Object[]"
"ELIM0600","Ativa","Valida saldo da conta 950.03","Valor informado na conta 950.03 difere do valor esperado, dado pela sua fórmula de cálculo","Valor informado na conta 950.03 (R$ VALOR1) difere do resultado de sua fórmula (R$ VALOR2)","System.Object[]"
"ELIM0601","Ativa","Valida saldo da conta 951.02","Saldo informado na conta 951.02 deve bater com resultado calculado pela fórmula da conta","Valor informado na conta 951.02 (R$ VALOR1) difere do valor calculado pela fórmula da conta (R$ VALOR2)","System.Object[]"
